,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
39,001136.OF,易方达裕如混合A,李一硕,萧楠(20150324-20160806) 张清华(20150402-20180202) 李一硕(20171230-至今),否,混合型基金,灵活配置型基金,1431838662.07,8.3506849315068,96.83,17.085946246296
40,001139.OF,华安新动力灵活配置混合A,"李振宇,张瑞",郑可成(20150324-20220516) 杨鑫鑫(20150324-20170703) 张瑞(20220516-至今) 李振宇(20220621-至今),否,混合型基金,灵活配置型基金,29638112.97,8.3506849315068,,14.685753864498
41,001140.OF,工银总回报灵活配置混合A,鄢耀,杜海涛(20150417-20180605) 鄢耀(20150417-至今) 王鹏(20190916-20221111),否,混合型基金,灵活配置型基金,424256140.03,8.2849315068493,0.04,81.479082319809
42,001143.OF,华商量化进取混合,邓默,费鹏(20150409-20151105) 邓默(20150909-至今) 王东旋(20150909-20170426),否,混合型基金,灵活配置型基金,421146858.69,8.3068493150685,,85.107939428167
43,001144.OF,大成互联网思维混合A,王帅,李博(20150421-20221130) 王帅(20221127-至今),否,混合型基金,灵活配置型基金,931590873.95,8.2739726027397,,68.92408354111
44,001146.OF,中欧瑾源灵活配置混合A,"张跃鹏,胡阗洋",葛兰(20150331-20160422) 吴启权(20150525-20160617) 孙甜(20150618-20160701) 张跃鹏(20160112-至今) 孙倩倩(20160624-20180712) 王家柱(20180712-20190719) 余罗畅(20190719-20220816) 胡阗洋(20220816-至今),否,混合型基金,灵活配置型基金,3240895.72,8.3315068493151,88.3,22.28450617878
45,001147.OF,中欧瑾源灵活配置混合C,"张跃鹏,胡阗洋",葛兰(20150331-20160422) 吴启权(20150525-20160617) 孙甜(20150618-20160701) 张跃鹏(20160112-至今) 孙倩倩(20160624-20180712) 王家柱(20180712-20190719) 余罗畅(20190719-20220816) 胡阗洋(20220816-至今),否,混合型基金,灵活配置型基金,34728336.1,8.3315068493151,76.82,22.28450617878
46,001148.OF,申万菱信多策略灵活配置混合A,"梁国柱,周小波",古平(20150331-20151109) 陈国辉(20151104-20170718) 丁杰科(20160316-20190411) 蒲延杰(20170731-20190215) 唐俊杰(20190125-20211118) 杨翰(20211118-20230512) 廖明兵(20211118-20230105) 周小波(20220728-至今) 梁国柱(20230201-至今),否,混合型基金,灵活配置型基金,28498376.93,8.3315068493151,0.05,22.139424543577
47,001150.OF,融通互联网传媒灵活配置混合,张鹏,刘格菘(20150416-20170218) 林清源(20150512-20160726) 张鹏(20150829-至今) 伍文友(20151117-20190126) 关山(20190126-20230331),否,混合型基金,灵活配置型基金,912818929.04,8.2876712328767,,90.416313708607
48,001152.OF,融通新区域新经济灵活配置混合,关山,刘格菘(20150520-20170218) 杨博琳(20150520-20180102) 彭炜(20180102-20190411) 范琨(20180313-20210218) 何龙(20190828-20210218) 关山(20210218-至今),否,混合型基金,灵活配置型基金,294791212.49,8.1945205479452,0.29,91.330896422501
49,001154.OF,北信瑞丰平安中国主题灵活配置,石础,高峰(20150505-20171212) 于军华(20150505-20200601) 庞琳琳(20180404-20190725) 王忠波(20190725-20210617) 邹杰(20210506-20220704) 石础(20220704-至今),否,混合型基金,灵活配置型基金,13987001.58,8.2356164383562,0.01,93.422914073721
50,001156.OF,申万菱信新能源汽车主题灵活配置混合,娄周鑫,李大刚(20150507-20170420) 孙琳(20170418-20190411) 任琳娜(20171127-20210305) 周小波(20210303-20230410) 熊哲颖(20210305-20221103) 娄周鑫(20221207-至今),否,混合型基金,灵活配置型基金,2966693289.75,8.2301369863014,17.44,80.188043470989
51,001157.OF,国联安睿祺灵活配置混合,"洪阳玚,王欢",冯俊(20150408-20170119) 周平(20150408-20150623) 李广瑜(20150612-20160315) 侯慧娣(20151225-20180628) 王超伟(20160226-20190626) 王欢(20190618-至今) 朱靖宇(20190925-20201231) 洪阳玚(20201117-至今),否,混合型基金,灵活配置型基金,716688972.01,8.3095890410959,78.36,18.03027077761
52,001164.OF,中欧琪和灵活配置混合A,黄华,孙甜(20150407-20180321) 吴启权(20150525-20160617) 张跃鹏(20160112-20190116) 王家柱(20170504-20190116) 黄华(20190116-至今) 蒋雯文(20190116-20220701),否,混合型基金,灵活配置型基金,783057259.87,8.3123287671233,35.67,10.113843377209
53,001165.OF,中欧琪和灵活配置混合C,黄华,孙甜(20150407-20180321) 吴启权(20150525-20160617) 张跃鹏(20160112-20190116) 王家柱(20170504-20190116) 黄华(20190116-至今) 蒋雯文(20190116-20220701),否,混合型基金,灵活配置型基金,426262594.2,8.3123287671233,37.58,10.113843377209
54,001170.OF,宏利复兴混合A,孙硕,吴华(20150421-20230313) 孙硕(20221122-至今),否,混合型基金,灵活配置型基金,429161539.26,8.2739726027397,34.3,91.147447855407
55,001172.OF,鹏华弘泽混合A,"戴钢,罗政",袁航(20150414-20170204) 李君(20150522-20170204) 周恩源(20160227-20190823) 叶朝明(20181124-20210828) 张栓伟(20190511-20221022) 戴钢(20221022-至今) 罗政(20221208-至今),否,混合型基金,灵活配置型基金,169470031.88,8.2931506849315,,9.5067146948244
56,001173.OF,中欧瑾和灵活配置混合A,李帅,葛兰(20150413-20160422) 吴启权(20150525-20160617) 刘德元(20151022-20161115) 张跃鹏(20160112-20170125) 袁争光(20160429-20170616) 王健(20161103-20201127) 孔晓语(20170621-20180709) 许文星(20180416-20201127) 张跃鹏(20201127-20211208) 李帅(20210510-至今),否,混合型基金,灵活配置型基金,1174398925.67,8.2958904109589,71.26,89.429415517738
57,001174.OF,中欧瑾和灵活配置混合C,李帅,葛兰(20150413-20160422) 吴启权(20150525-20160617) 刘德元(20151022-20161115) 张跃鹏(20160112-20170125) 袁争光(20160429-20170616) 王健(20161103-20201127) 孔晓语(20170621-20180709) 许文星(20180416-20201127) 张跃鹏(20201127-20211208) 李帅(20210510-至今),否,混合型基金,灵活配置型基金,447901851.63,8.2958904109589,91.84,89.429415517738
58,001179.OF,德邦大健康灵活配置混合A,黎莹,李煜(20150429-20150618) 黎莹(20150604-至今),否,混合型基金,灵活配置型基金,343009225.55,8.2520547945205,49.99,91.997386998323
59,001181.OF,南方改革机遇,卢玉珊,陈键(20150519-20160126) 刘霄汉(20151230-20180628) 孙鲁闽(20180608-20190923) 卢玉珊(20190125-至今),否,混合型基金,灵活配置型基金,306731808.81,8.1972602739726,10.09,71.644136358037
60,001182.OF,易方达安心回馈混合A,李中阳,张清华(20150529-20210908) 林森(20151128-20220507) 林虎(20210908-20230304) 李中阳(20220430-至今),否,混合型基金,偏债混合型基金,2707213936.25,8.1698630136986,31.46,35.061168595153
61,001183.OF,南方利淘A,陈乐,孙鲁闽(20150417-20200515) 陈乐(20190125-至今),否,混合型基金,灵活配置型基金,470371246.85,8.2849315068493,22.99,21.217614572736
62,001184.OF,易方达新常态混合,孙松,宋昆(20150430-20190112) 樊正伟(20150430-20180324) 赵锴(20181212-20200625) 孙松(20181225-至今),否,混合型基金,灵活配置型基金,2033064958.24,8.2493150684931,0.34,88.769767149105
63,001189.OF,广发聚宝混合A,谭昌杰,谭昌杰(20150409-至今) 谢军(20171031-20191223),否,混合型基金,偏债混合型基金,174972734.5,8.3068493150685,1.27,27.496581401984
64,001190.OF,鹏华弘润A,李君,刘方正(20150414-20170111) 李君(20150522-至今),否,混合型基金,灵活配置型基金,87210864.08,8.2931506849315,77.43,12.195084688509
65,001191.OF,鹏华弘润C,李君,刘方正(20150414-20170111) 李君(20150522-至今),否,混合型基金,灵活配置型基金,29124395.94,8.2931506849315,50.18,12.195084688509
66,001192.OF,摩根整合驱动混合A,周战海,蔡晟(20150423-20150925) 征茂平(20150918-20220114) 赵艰申(20151113-20170825) 周战海(20220114-至今),否,混合型基金,灵活配置型基金,322087822.86,8.2684931506849,,92.872251790312
67,001194.OF,景顺长城稳健回报混合A类,"陈莹,梁荣",毛从容(20150410-20160419) 万梦(20150704-20210830) 陈莹(20200725-至今) 梁荣(20221206-至今),否,混合型基金,灵活配置型基金,6672558.01,8.3041095890411,96.14,18.218281297191
68,001196.OF,东方鼎新灵活配置混合A,盛泽,朱晓栋(20150421-20190102) 周薇(20150421-20180124) 邱义鹏(20150421-20170119) 刘志刚(20170531-20180912) 盛泽(20180912-至今),否,混合型基金,灵活配置型基金,16099130.12,8.2739726027397,73.98,15.371965233554
69,001197.OF,长盛转型升级混合,王柄方,刘旭明(20150421-20180521) 吴达(20180521-20220721) 王柄方(20220722-至今),否,混合型基金,灵活配置型基金,315085304.2,8.2739726027397,1.54,80.385285995045
70,001198.OF,东方惠新灵活配置混合A,严凯,张岗(20150421-20150430) 周薇(20150421-20200514) 邱义鹏(20150430-20170119) 郭瑞(20161227-20181207) 李瑞(20200511-20210811) 严凯(20210811-至今),否,混合型基金,灵活配置型基金,1742098.83,8.2739726027397,,94.523963975421
71,001202.OF,东方红领先精选混合,纪文静,林鹏(20150417-20160809) 纪文静(20150714-至今) 李家春(20161019-20180628),否,混合型基金,灵活配置型基金,440665288.51,8.2849315068493,69.67,26.961825148785
72,001203.OF,东方红稳健精选混合A,孔令超,林鹏(20150417-20160809) 纪文静(20150714-20221112) 李家春(20161018-20180622) 孔令超(20180717-至今),否,混合型基金,偏债混合型基金,761192780.88,8.2849315068493,56.0,25.079245016742
73,001204.OF,东方红稳健精选混合C,孔令超,林鹏(20150417-20160809) 纪文静(20150714-20221112) 李家春(20161018-20180622) 孔令超(20180717-至今),否,混合型基金,偏债混合型基金,575140869.3,8.2849315068493,17.53,25.079245016742
74,001209.OF,前海开源一带一路混合A,吴国清,薛小波(20150429-20171106) 徐立平(20150522-20180316) 苏天杉(20180209-20190719) 吴国清(20190719-至今),否,混合型基金,灵活配置型基金,61868474.12,8.2520547945205,,84.866888672849
75,001210.OF,天弘互联网A,陈国光,肖志刚(20150529-20180301) 田俊维(20150605-20180301) 姜文涛(20150704-20161109) 陈国光(20160222-至今) 吴明鉴(20170728-20181208),否,混合型基金,灵活配置型基金,833354907.55,8.1698630136986,18.58,93.297857627987
76,001215.OF,博时沪港深优质企业基金A,曾鹏,招扬(20150514-20160530) 张溪冈(20160530-20171129) 周志超(20160530-20170615) 王俊(20161109-20210120) 曾鹏(20210120-至今) 牟星海(20210120-20220505),否,混合型基金,灵活配置型基金,203159258.5,8.2109589041096,0.2,91.727247889356
77,001216.OF,易方达新收益混合A,张清华,张清华(20150417-20180202) 林森(20171230-20190108) 张清华(20181225-至今),否,混合型基金,灵活配置型基金,3948672607.61,8.2849315068493,3.47,93.202734705837
78,001217.OF,易方达新收益混合C,张清华,张清华(20150417-20180202) 林森(20171230-20190108) 张清华(20181225-至今),否,混合型基金,灵活配置型基金,1174456396.93,8.2849315068493,4.3,93.202734705837
79,001218.OF,国投瑞银精选收益混合A,吴默村,桑俊(20150519-20181229) 邓彬彬(20180106-20191228) 孙文龙(20181229-20211231) 吴默村(20211229-至今),否,混合型基金,灵活配置型基金,275035981.18,8.1972602739726,23.92,89.591422991766
80,001219.OF,摩根动态多因子混合A,胡迪,黄栋(20150602-20191227) 施虓文(20191227-20210107) 胡迪(20210107-至今),否,混合型基金,灵活配置型基金,123504781.22,8.158904109589,0.22,92.080461539802
81,001220.OF,民生加银研究精选,蔡晓,宋磊(20150527-20180321) 蔡晓(20180307-至今) 金耀(20181219-20211229),否,混合型基金,灵活配置型基金,960069522.39,8.1753424657534,79.13,91.809401791794
82,001222.OF,鹏华外延成长混合,陈璇淼,张卓(20150519-20170318) 陈璇淼(20160329-至今),否,混合型基金,灵活配置型基金,1269893586.05,8.1972602739726,9.4,74.016044266413
83,001224.OF,中邮新思路灵活配置混合,国晓雯,刘涛(20151111-20170630) 栾超(20151111-20170324) 国晓雯(20170627-至今),否,混合型基金,灵活配置型基金,2371599948.81,7.7150684931507,20.07,81.646421952422
84,001225.OF,中邮趋势精选灵活配置混合,梁雪丹,许进财(20150527-20181017) 杨欢(20150619-20180411) 刘田(20181012-20200103) 尚杰(20181012-20200103) 许忠海(20200103-20220225) 任慧峰(20220209-20230616) 梁雪丹(20230609-至今),否,混合型基金,灵活配置型基金,1003711402.24,8.1753424657534,0.07,88.651623986321
85,001226.OF,中邮稳健添利灵活配置混合,国晓雯,张萌(20150505-20190418) 陈梁(20150505-20170505) 吴昊(20150812-20190418) 王喆(20190313-20220415) 王高(20200708-20230407) 国晓雯(20230407-至今),否,混合型基金,灵活配置型基金,62586806.01,8.2356164383562,92.66,93.243271818291
86,001227.OF,中邮信息产业灵活配置混合,周楠,任泽松(20150514-20180625) 周楠(20150526-至今) 国晓雯(20180622-20210218) 吴尚(20210218-20220311),否,混合型基金,灵活配置型基金,773487538.09,8.2109589041096,0.01,84.02056467435
87,001228.OF,国联安鑫享灵活配置混合A,"王欢,薛琳",周平(20150428-20150623) 薛琳(20150612-至今) 王欢(20171229-至今),否,混合型基金,灵活配置型基金,4391624.44,8.2547945205479,,30.882654431278
88,001229.OF,德邦福鑫灵活配置混合A,吴昊,李煜(20150427-20150618) 何晶(20150610-20150911) 张翔(20150715-20170222) 许文波(20170217-20180322) 刘长俊(20180105-20180809) 房建威(20180716-20200717) 张铮烁(20190319-20200407) 陈洁(20190319-20200407) 吴昊(20200511-至今),否,混合型基金,灵活配置型基金,40981230.04,8.2575342465753,0.01,89.80894163745
89,001231.OF,银华泰利灵活配置混合A,"王智伟,赵楠楠",葛鹤军(20150424-20180717) 吴文明(20180627-20190719) 焦巍(20181126-20191213) 赵楠楠(20190906-至今) 王智伟(20220704-至今),否,混合型基金,灵活配置型基金,70738524.94,8.2657534246575,,22.816738831626
90,001239.OF,长盛国企改革混合,代毅,田间(20150604-20180328) 吴博文(20160217-20171009) 乔培涛(20171009-20200421) 代毅(20200421-至今),否,混合型基金,灵活配置型基金,469053587.17,8.1534246575342,0.14,85.426037742298
91,001244.OF,华泰柏瑞量化智慧混合A,笪篁,田汉卿(20150603-20211102) 笪篁(20210917-至今),否,混合型基金,灵活配置型基金,299631627.69,8.1561643835616,32.38,93.570133827245
92,001247.OF,华泰柏瑞新利混合A,"郑青,董辰",方纬(20150428-20160817) 杨景涵(20150428-20180402) 罗远航(20170324-20200721) 吴邦栋(20180402-20200825) 郑青(20200623-至今) 董辰(20200825-至今),否,混合型基金,灵活配置型基金,2248059155.53,8.2547945205479,50.37,18.974074861682
93,001249.OF,易方达新利灵活配置混合,杨康,王超(20150430-20160806) 张清华(20160315-20180202) 李一硕(20170307-20190703) 韩阅川(20190626-20220806) 杨康(20220806-至今),否,混合型基金,灵活配置型基金,669410030.8,8.2493150684931,87.34,16.086657747103
94,001250.OF,天弘新活力混合,"胡彧,任明",钱文成(20150429-20200624) 姜晓丽(20150429-20191218) 贾继承(20191128-20200613) 杜广(20200527-20210814) 贺剑(20200717-20220402) 张寓(20200912-20211201) 王华(20211108-20230307) 任明(20230214-至今) 胡彧(20230706-至今),否,混合型基金,灵活配置型基金,49498086.1,8.2520547945205,1.31,90.452682621841
95,001252.OF,中海进取收益混合,许定晴,左剑(20150513-20160607) 冯小波(20160204-20161118) 于航(20160204-20170714) 许定晴(20160729-至今),否,混合型基金,灵活配置型基金,88765950.81,8.213698630137,59.19,36.595708487386
96,001254.OF,宏利新起点混合A,师婧,胡振仓(20150514-20150616) 熊壮(20150514-20150617) 卓若伟(20150616-20160805) 庞宝臣(20160805-20200122) 师婧(20200122-至今),否,混合型基金,灵活配置型基金,19942362.81,8.2109589041096,,10.469374630129
97,001255.OF,长城改革红利混合,赵凤飞,吴文庆(20150609-20170316) 赵波(20160121-20190308) 郑帮强(20170316-20180803) 赵凤飞(20180308-至今),否,混合型基金,灵活配置型基金,185455775.43,8.1397260273973,1.12,81.287688374011
98,001256.OF,泓德优选成长混合,王克玉,王德晓(20150521-20151118) 王克玉(20151009-至今),否,混合型基金,偏股混合型基金,2866322821.91,8.1917808219178,72.54,90.361720611158
99,001261.OF,中融新机遇混合,"朱晓明,寇文红",娄涛(20150504-20160628) 姜涛(20150617-20190522) 王玥(20150708-20170222) 沈潼(20170216-20190415) 王玥(20170920-20190514) 寇文红(20190520-至今) 陈荔(20201105-20211118) 汤祺(20210310-20220113) 朱晓明(20230511-至今),否,混合型基金,灵活配置型基金,57893602.63,8.2383561643836,,78.815951856117
100,001265.OF,国泰兴益灵活配置混合A,王琳,樊利安(20150514-20200522) 王琳(20170125-至今),否,混合型基金,灵活配置型基金,58820035.39,8.2109589041096,77.53,19.376771513397
101,001266.OF,国投瑞银招财灵活配置混合,贺明之,綦缚鹏(20170610-20180804) 颜文浩(20170610-20191019) 李轩(20170610-20181229) 于雷(20180804-20200718) 綦缚鹏(20200710-20220921) 贺明之(20220914-至今),否,混合型基金,灵活配置型基金,60592783.26,6.1342465753425,0.0,86.506871949218
102,001267.OF,宏利蓝筹混合,魏成,陈晓舜(20150603-20150617) 陈丹琳(20150603-20190809) 张勋(20190722-20220706) 赖庆鑫(20200602-20221205) 魏成(20221205-至今),否,混合型基金,偏股混合型基金,48464297.85,8.1561643835616,9.85,89.977366946951
103,001268.OF,富国国家安全主题混合A,董治国,王海军(20150514-20190409) 曹晋(20190409-20200730) 章旭峰(20200730-20230303) 董治国(20230228-至今),否,混合型基金,偏股混合型基金,377503612.45,8.2109589041096,0.04,90.075371503247
104,001270.OF,英大灵活配置A,"张大铮,霍达",袁忠伟(20150507-20191125) 张琳娜(20150715-20171229) 易祺坤(20171228-20220315) 郑中华(20190314-20230208) 张大铮(20200106-至今) 霍达(20230208-至今),否,混合型基金,灵活配置型基金,27115140.24,8.2301369863014,95.63,92.680596071113
105,001271.OF,英大灵活配置B,"张大铮,霍达",袁忠伟(20150507-20191125) 张琳娜(20150715-20171229) 易祺坤(20171228-20220315) 郑中华(20190314-20230208) 张大铮(20200106-至今) 霍达(20230208-至今),否,混合型基金,灵活配置型基金,25885037.01,8.2301369863014,98.71,92.680596071113
106,001272.OF,兴业聚利灵活配置混合,徐玉良,朱文辉(20150507-20151019) 腊博(20150514-20180910) 冯烜(20180910-20220307) 徐玉良(20220304-至今),否,混合型基金,灵活配置型基金,41910381.17,8.2301369863014,1.1848,77.611584130475
107,001275.OF,中邮创新优势灵活配置混合,李沐曦,邓立新(20150723-20170904) 许忠海(20150723-20170228) 刘田(20160520-20200316) 周楠(20200103-20230511) 李沐曦(20230511-至今),否,混合型基金,灵活配置型基金,110538777.19,8.0191780821918,0.03,83.762404934875
108,001276.OF,建信新经济,孙晟,许杰(20150526-20200720) 彭云峰(20150526-20160607) 孙晟(20200717-至今),否,混合型基金,灵活配置型基金,146614883.08,8.1780821917808,0.87,70.130571560753
109,001278.OF,前海开源清洁能源混合A,杨德龙,邱杰(20150616-20210318) 杨德龙(20210318-至今),否,混合型基金,灵活配置型基金,670189128.41,8.1205479452055,5.52,83.295338481385
110,001279.OF,中海积极增利混合,陈星,左剑(20150520-20220924) 陈星(20220924-至今),否,混合型基金,灵活配置型基金,183281047.58,8.1945205479452,43.75,80.851676797637
111,001280.OF,银华聚利灵活配置混合A,孙蓓琳,胡娜(20150514-20161018) 哈默(20161017-20171109) 孙蓓琳(20171108-至今),否,混合型基金,灵活配置型基金,448355929.07,8.2109589041096,98.21,76.764160944941
112,001281.OF,长安鑫利优选混合A,林忠晶,林忠晶(20150518-至今) 陈立秋(20170602-20180831),否,混合型基金,灵活配置型基金,11022180.97,8.2,0.0,78.244093133504
113,001282.OF,华安新机遇灵活配置混合A,"舒灏,张瑞",郑可成(20150527-20191210) 吴丰树(20150527-20180706) 王嘉(20180611-20181112) 舒灏(20181112-至今) 马晓璇(20191210-20220516) 张瑞(20220516-至今),否,混合型基金,灵活配置型基金,50257528.15,8.1753424657534,,26.855465759657
114,001283.OF,红塔红土盛金新动力灵活配置混合A,赵耀,赵耀(20150619-20170302) 罗薇(20160504-20181123) 林睿(20170302-20170829) 赵耀(20181123-至今),否,混合型基金,灵活配置型基金,186273.65,8.1123287671233,96.99,85.534463339695
115,001284.OF,红塔红土盛金新动力灵活配置混合C,赵耀,赵耀(20150619-20170302) 罗薇(20160504-20181123) 林睿(20170302-20170829) 赵耀(20181123-至今),否,混合型基金,灵活配置型基金,23452388.15,8.1123287671233,93.67,85.534463339695
116,001285.OF,易方达新鑫混合I,杨康,王超(20150514-20160806) 张清华(20160315-20180202) 王晓晨(20180131-20190703) 韩阅川(20190626-20220806) 杨康(20220806-至今),否,混合型基金,灵活配置型基金,422354436.5,8.2109589041096,91.8,16.974700618566
117,001286.OF,易方达新鑫混合E,杨康,王超(20150514-20160806) 张清华(20160315-20180202) 王晓晨(20180131-20190703) 韩阅川(20190626-20220806) 杨康(20220806-至今),否,混合型基金,灵活配置型基金,451126805.33,8.2109589041096,54.11,16.974700618566
118,001287.OF,安信优势增长混合A,聂世林,蓝雁书(20150520-20160713) 聂世林(20160218-至今),否,混合型基金,灵活配置型基金,737599724.34,8.1945205479452,72.35,92.444108791944
119,001289.OF,银华汇利灵活配置混合A,"边慧,王智伟,赵楠楠",胡娜(20150514-20161018) 哈默(20161017-20190110) 吴文明(20181217-20210727) 赵楠楠(20200825-至今) 王智伟(20211123-至今) 边慧(20230728-至今),否,混合型基金,灵活配置型基金,1146061781.33,8.2109589041096,8.87,13.124441146955
120,001294.OF,新华战略新兴产业灵活配置混合,赖庆鑫,崔建波(20150629-20180105) 付伟(20150819-20180105) 张霖(20180105-20190807) 刘晓晨(20190807-20200930) 付伟(20200928-20210903) 申峰旗(20201014-20210623) 孙明达(20210903-20211111) 赵强(20211111-20230711) 赖庆鑫(20230706-至今),否,混合型基金,灵活配置型基金,94250908.07,8.0849315068493,8.97,94.384564980015
121,001297.OF,平安智慧中国混合,李化松,孙健(20150609-20160817) 史献涛(20151110-20160831) 神爱前(20160802-20190118) 李化松(20180810-至今),否,混合型基金,灵活配置型基金,328575192.43,8.1397260273973,28.01,87.767213139679
122,001298.OF,金鹰民族新兴混合,韩广哲,王喆(20150602-20191112) 何晓春(20150602-20160625) 陈立(20190307-20210316) 韩广哲(20210316-至今),否,混合型基金,灵活配置型基金,703750486.3,8.158904109589,1.1,95.070646870549
123,001300.OF,大成睿景灵活配置混合A,韩创,焦巍(20150526-20150930) 李本刚(20150918-20200113) 韩创(20200102-至今),否,混合型基金,灵活配置型基金,3041011812.06,8.1780821917808,40.19,92.29346319324
124,001301.OF,大成睿景灵活配置混合C,韩创,焦巍(20150526-20150930) 李本刚(20150918-20200113) 韩创(20200102-至今),否,混合型基金,灵活配置型基金,1359248630.13,8.1780821917808,33.83,92.29346319324
125,001302.OF,前海开源金银珠宝混合A,吴国清,谢屹(20150709-20210601) 吴国清(20210601-至今),否,混合型基金,灵活配置型基金,567364727.1,8.0575342465753,27.34,90.360003723788
126,001303.OF,银华稳利灵活配置混合A,"王斌,赵楠楠",胡娜(20150521-20161018) 孙慧(20161017-20180205) 哈默(20170228-20181126) 倪明(20171124-20220408) 苏静然(20171124-20220408) 李晓星(20180815-20190920) 王斌(20220331-至今) 赵楠楠(20220929-至今),否,混合型基金,灵活配置型基金,3904606.62,8.1917808219178,,6.1482731043504
127,001304.OF,建信鑫安回报灵活配置混合A,"袁蓓,徐文琪,江源",牛兴华(20150514-20221227) 袁蓓(20221125-至今) 江源(20221125-至今) 徐文琪(20230601-至今),否,混合型基金,灵活配置型基金,154470805.24,8.2109589041096,88.17,9.9783720005551
128,001305.OF,九泰天富改革混合A,黄皓,黄敬东(20150610-20151208) 刘开运(20150716-20160716) 吴祖尧(20151208-20180605) 黄祥斌(20151208-20161223) 孟亚强(20161226-20210111) 李响(20210107-20220119) 黄皓(20211213-至今),否,混合型基金,灵活配置型基金,185908257.1,8.1369863013699,2.89,93.654121428981
129,001306.OF,中欧永裕混合A,"刘金辉,张跃鹏",魏博(20150604-20221216) 庄波(20150604-20190909) 张跃鹏(20221216-至今) 刘金辉(20230717-至今),否,混合型基金,偏股混合型基金,356921471.49,8.1534246575342,0.27,92.625368722279
130,001307.OF,中欧永裕混合C,"刘金辉,张跃鹏",魏博(20150604-20221216) 庄波(20150604-20190909) 张跃鹏(20221216-至今) 刘金辉(20230717-至今),否,混合型基金,偏股混合型基金,25324874.31,8.1534246575342,,92.625368722279
131,001309.OF,东方红睿逸定期开放混合,孔令超,林鹏(20150603-20180601) 纪文静(20150714-20230415) 孔令超(20180601-至今),否,混合型基金,偏债混合型基金,4372141604.88,8.1561643835616,0.44,29.25083770155
132,001311.OF,华安新回报灵活配置混合,朱才敏,朱才敏(20150519-至今) 贺涛(20150519-20170703),否,混合型基金,灵活配置型基金,55216319.24,8.1972602739726,2.81,16.217862079257
133,001312.OF,华安新优选灵活配置混合A,"周益鸣,陆奔",郑可成(20150529-20191210) 周益鸣(20191210-至今) 陆奔(20200123-至今),否,混合型基金,灵活配置型基金,622284148.86,8.1698630136986,44.95,23.649341418263
134,001314.OF,易方达新益灵活配置混合I,杨康,王超(20150616-20160806) 林森(20160315-20190928) 韩阅川(20190803-20220806) 杨康(20220806-至今),否,混合型基金,灵活配置型基金,172262673.2,8.1205479452055,88.95,35.000560217378
135,001315.OF,易方达新益灵活配置混合E,杨康,王超(20150616-20160806) 林森(20160315-20190928) 韩阅川(20190803-20220806) 杨康(20220806-至今),否,混合型基金,灵活配置型基金,23746625.53,8.1205479452055,68.52,35.000560217378
136,001316.OF,安信稳健增值混合A,"张翼飞,李君",张翼飞(20150525-至今) 李君(20171226-至今),否,混合型基金,灵活配置型基金,10223241276.24,8.1808219178082,32.32,18.27675881632
137,001318.OF,东方新策略灵活配置混合A,金凤,朱晓栋(20150526-20190102) 姚航(20150526-20190306) 刘志刚(20180124-20180912) 李瑞(20180920-20210811) 严凯(20210104-20220215) 金凤(20220215-至今),否,混合型基金,灵活配置型基金,43533517.7,8.1780821917808,0.0,36.369555961618
138,001320.OF,工银丰盈回报灵活配置混合A,林念,王佳(20150522-20150608) 王君正(20150522-20220923) 欧阳凯(20150526-20180605) 魏欣(20150529-20190109) 王鹏(20201229-20221111) 林念(20221111-至今),否,混合型基金,灵活配置型基金,109921060.66,8.1890410958904,3.93,89.932427868211
139,001322.OF,东吴新趋势价值线混合,刘元海,戴斌(20150701-20171218) 程涛(20170621-20190430) 刘元海(20190429-至今),否,混合型基金,灵活配置型基金,411188146.89,8.0794520547945,6.1,93.485003297606
140,001323.OF,东吴移动互联A,刘元海,戴斌(20150527-20170506) 刘元海(20160427-至今),否,混合型基金,灵活配置型基金,295463983.07,8.1753424657534,0.09,93.44727992901
141,001324.OF,华宝新价值混合,林昊,夏林锋(20150601-20170317) 李栋梁(20151016-20171208) 林昊(20170317-至今),否,混合型基金,灵活配置型基金,261005733.17,8.1616438356164,62.86,21.547665837814
142,001325.OF,鹏华弘和混合A,刘方正,刘方正(20150525-至今) 李韵怡(20150723-20170111),否,混合型基金,灵活配置型基金,40391205.8,8.1808219178082,46.37,57.66559962216
143,001326.OF,鹏华弘和混合C,刘方正,刘方正(20150525-至今) 李韵怡(20150723-20170111),否,混合型基金,灵活配置型基金,12374003.4,8.1808219178082,74.61,57.66559962216
144,001327.OF,鹏华弘华混合A,"刘方正,寇斌权",刘方正(20150525-至今) 李韵怡(20150723-20170318) 寇斌权(20230621-至今),否,混合型基金,灵活配置型基金,22279279.1,8.1808219178082,60.12,7.3454259718226
145,001328.OF,鹏华弘华混合C,"寇斌权,刘方正",刘方正(20150525-至今) 李韵怡(20150723-20170318) 寇斌权(20230621-至今),否,混合型基金,灵活配置型基金,895337.78,8.1808219178082,88.97,7.3454259718226
