,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
1023,160133.SZ,南方天元新产业股票(LOF),蒋秋洁,蒋朋宸(20140703-20150616) 蒋秋洁(20150616-至今),否,股票型基金,普通股票型基金,1125856587.55,9.2493150684931,,80.486620025195
1032,160322.SZ,华夏港股通精选股票(LOF)A,"黄芳,李湘杰",李湘杰(20161111-至今) 黄芳(20180117-至今),否,股票型基金,普通股票型基金,257707381.64,6.8876712328767,,91.274384819232
1686,000041.OF,华夏全球股票(QDII)(人民币),"李湘杰,郑鹏",周全(20071009-20150410) 杨昌桁(20071009-20160601) 崔强(20120229-20140805) 陈永强(20150401-20160725) 李湘杰(20160525-至今) 郑鹏(20230327-至今),否,QDII基金,QDII股票型基金,1831344450.9,15.986301369863,,80.584303539115
1688,000043.OF,嘉实美国成长股票(QDII),张自力,张自力(20130614-至今),否,QDII基金,QDII股票型基金,1264705615.37,10.301369863014,,90.594824085997
1689,000044.OF,嘉实美国成长股票(QDII)美元汇,张自力,张自力(20130614-至今),否,QDII基金,QDII股票型基金,99695746.32,10.301369863014,,90.594824085997
1696,000082.OF,嘉实研究阿尔法股票A,"肖觅,张露",张琦(20130528-20160727) 刘斌(20140515-20160727) 赵宇(20160727-20170811) 张露(20170811-至今) 张丹华(20181101-20200730) 肖觅(20210319-至今),否,股票型基金,普通股票型基金,612531933.3,10.347945205479,,89.753904934214
1699,000309.OF,大摩品质生活精选股票A,何晓春,钱斌(20131029-20140829) 周志超(20140809-20151121) 袁斌(20151015-20170701) 王大鹏(20170629-20181221) 何晓春(20180210-至今) 雷志勇(20190420-20210118),否,股票型基金,普通股票型基金,244896657.24,9.9260273972603,,94.893319813984
1709,000409.OF,鹏华环保产业股票,孟昊,梁浩(20140307-20151229) 郑川江(20150605-20190727) 孟昊(20190724-至今),否,股票型基金,普通股票型基金,1857831073.98,9.572602739726,,83.363966976401
1712,000457.OF,摩根核心成长股票A,李博,孙芳(20140210-20150709) 李博(20141231-至今),否,股票型基金,普通股票型基金,789792502.06,9.641095890411,,89.986239047701
1713,000471.OF,富国城镇发展股票,蒲世林,汪鸣(20140128-20180416) 毕天宇(20160205-20190114) 蒲世林(20181219-至今),否,股票型基金,普通股票型基金,908950550.4,9.6767123287671,,92.43866902003
1716,000513.OF,富国高端制造行业股票A,毕天宇,毕天宇(20140620-至今) 厉叶淼(20150810-20181024),否,股票型基金,普通股票型基金,737340787.65,9.2849315068493,,92.700576784126
1717,000524.OF,摩根民生需求股票A,杨景喻,桂志强(20140314-20150331) 帅虎(20150130-20190426) 杨景喻(20190426-至今),否,股票型基金,普通股票型基金,116612067.59,9.5534246575342,,84.197854534311
1718,000549.OF,华安大国新经济股票A,翁启森,陈逊(20140414-20150626) 翁启森(20140415-至今),否,股票型基金,普通股票型基金,64624340.45,9.4684931506849,,94.185533295997
1719,000577.OF,安信价值精选股票,陈一峰,陈一峰(20140421-至今),否,股票型基金,普通股票型基金,2026917823.5,9.4493150684932,,92.649880488852
1721,000592.OF,建信改革红利股票A,陶灿,陶灿(20140514-至今),否,股票型基金,普通股票型基金,586176708.83,9.386301369863,,93.90823872301
1727,000628.OF,大成高新技术产业股票A,刘旭,徐彦(20150203-20180911) 刘旭(20150729-至今),否,股票型基金,普通股票型基金,6139693452.79,8.6602739726027,,80.809449499413
1734,000746.OF,招商行业精选股票基金,贾成东,王忠波(20140903-20170107) 贾成东(20161231-至今),否,股票型基金,普通股票型基金,2238000195.86,9.0794520547945,,82.335837032486
1735,000751.OF,嘉实新兴产业股票,归凯,王汉博(20140917-20160315) 季文华(20160315-20181204) 归凯(20181204-至今),否,股票型基金,普通股票型基金,6719297593.53,9.041095890411,,88.049315416343
1737,000761.OF,国富健康优质生活股票,王晓宁,王晓宁(20140923-至今),否,股票型基金,普通股票型基金,13972467.88,9.0246575342466,,80.89090379072
1738,000778.OF,鹏华先进制造股票,袁航,梁浩(20141104-20151229) 袁航(20141104-至今),否,股票型基金,普通股票型基金,232746592.48,8.9095890410959,,91.636529917544
1739,000780.OF,鹏华医疗保健股票,郎超,梁冬冬(20140923-20161014) 陈鹏(20161014-20180214) 金笑非(20170729-20200313) 郎超(20180412-至今),否,股票型基金,普通股票型基金,636949170.79,9.0246575342466,,93.696120376419
1741,000803.OF,工银研究精选股票,宋炳珅,宋炳珅(20141023-至今) 杨柯(20141023-20171222),否,股票型基金,普通股票型基金,155852524.03,8.9424657534247,,91.259145711764
1744,000828.OF,宏利转型机遇股票A,王鹏,梁辉(20141118-20150403) 吴华(20141118-20151223) 张勋(20151223-20171219) 王鹏(20171219-至今),否,股票型基金,普通股票型基金,3456789547.72,8.8712328767123,,91.614397874243
1745,000831.OF,工银医疗保健股票,"丁洋,赵蓓",宋炳珅(20141118-20180828) 赵蓓(20141118-至今) 谭冬寒(20160902-20220614) 丁洋(20230505-至今),否,股票型基金,普通股票型基金,4221434572.63,8.8712328767123,,84.5976630429
1749,000866.OF,华宝制造股票,贺喆,刘自强(20141210-20180824) 贺喆(20180824-至今),否,股票型基金,普通股票型基金,240866024.41,8.8109589041096,,91.966551896476
1752,000893.OF,工银创新动力股票,杨鑫鑫,刘天任(20141211-20170822) 王烁杰(20141211-20170519) 李劭钊(20160928-20190301) 杨鑫鑫(20190228-至今),否,股票型基金,普通股票型基金,7457199670.5,8.8082191780822,,81.618120783695
1756,000925.OF,汇添富外延增长主题股票A,蔡志文,韩贤旺(20141208-20190118) 李威(20150129-20190118) 王栩(20190118-20221104) 蔡志文(20191204-至今),否,股票型基金,普通股票型基金,1606420730.8,8.8164383561644,,85.75619784753
1761,000955.OF,南方产业活力,蒋秋洁,张旭(20150127-20190315) 蒋秋洁(20190315-至今),否,股票型基金,普通股票型基金,319244359.59,8.6794520547945,,80.436788255176
1762,000960.OF,招商医药健康产业股票,李佳存,李佳存(20150130-至今),否,股票型基金,普通股票型基金,2027606859.31,8.6712328767123,,88.502912429517
1766,000971.OF,诺安新经济股票,杨琨,刘魁(20150126-20151121) 史高飞(20150126-20190220) 杨琨(20190220-至今),否,股票型基金,普通股票型基金,1318969937.25,8.6821917808219,,88.356342105098
1769,000978.OF,景顺长城量化精选股票,黎海威,黎海威(20150204-至今),否,股票型基金,普通股票型基金,616505510.53,8.6575342465753,,93.901358734381
1770,000979.OF,景顺长城沪港深精选股票,鲍无可,谢天翎(20150415-20160622) 鲍无可(20160528-至今) 黎海威(20171213-20190516),否,股票型基金,普通股票型基金,4964789349.97,8.4657534246575,,88.894778884963
1771,000985.OF,嘉实逆向策略股票,曲盛伟,郭东谋(20150202-20180718) 曲盛伟(20180718-至今),否,股票型基金,普通股票型基金,626659137.19,8.6630136986301,,92.959422433727
1775,000991.OF,工银战略转型股票A,杜洋,宋炳珅(20150216-20171222) 杜洋(20150216-至今),否,股票型基金,普通股票型基金,3208048200.48,8.6246575342466,,92.935672677666
1777,001008.OF,工银国企改革股票,何肖颉,王君正(20150127-20180227) 何肖颉(20150127-至今),否,股票型基金,普通股票型基金,755546980.03,8.6794520547945,,88.942832753208
1778,001009.OF,摩根安全战略股票A,陈思郁,卢扬(20150226-20161021) 陈思郁(20161021-至今) 李德辉(20180330-20190719),否,股票型基金,普通股票型基金,264776462.28,8.5972602739726,,82.974260221593
1782,001028.OF,华安物联网主题股票A,翁启森,翁启森(20150317-至今),否,股票型基金,普通股票型基金,265785097.54,8.5452054794521,,94.203252006098
1783,001036.OF,嘉实企业变革股票,谢泽林,刘美玲(20150212-20160220) 杜毅(20150228-20171017) 谢泽林(20171017-至今),否,股票型基金,普通股票型基金,470092321.83,8.6356164383562,,92.222576061725
1785,001040.OF,新华策略精选股票,赵强,崔建波(20150331-20170526) 栾江伟(20150716-20170523) 赵强(20170517-至今),否,股票型基金,普通股票型基金,609994591.36,8.5068493150685,,94.502176580742
1788,001044.OF,嘉实新消费股票,谭丽,颜媛(20150323-20170411) 陈勤(20150323-20150619) 谭丽(20170411-至今),否,股票型基金,普通股票型基金,1439408071.33,8.5287671232877,,83.257283651514
1794,001054.OF,工银新金融股票A,鄢耀,王君正(20150319-20171009) 鄢耀(20150319-至今),否,股票型基金,普通股票型基金,2177169259.72,8.5397260273973,,90.634624052278
1796,001070.OF,建信信息产业股票A,邵卓,邵卓(20150324-至今),否,股票型基金,普通股票型基金,690421242.66,8.5260273972603,,89.334851873275
1797,001072.OF,华安智能装备主题股票A,李欣,施卫平(20150424-20150626) 崔莹(20150618-20160921) 李欣(20150709-至今),否,股票型基金,普通股票型基金,779107180.48,8.441095890411,,88.615152902353
1804,001126.OF,摩根卓越制造股票A,李德辉,吴文哲(20150414-20170116) 许俊哲(20150414-20180615) 李德辉(20180615-至今),否,股票型基金,普通股票型基金,903197448.87,8.4684931506849,,81.108282000598
1807,001158.OF,工银新材料新能源股票,张剑峰,黄安乐(20150428-20180302) 孙楠(20160919-20190313) 张剑峰(20160919-至今) 陈小鹭(20160922-20190814),否,股票型基金,普通股票型基金,1440957881.9,8.4301369863014,,87.964293622426
1809,001163.OF,银华中国梦30股票,薄官辉,薄官辉(20150429-至今),否,股票型基金,普通股票型基金,588900502.35,8.427397260274,,93.266554499145
1810,001166.OF,建信环保产业股票,姜锋,姜锋(20150422-至今),否,股票型基金,普通股票型基金,544344029.08,8.4465753424658,,84.982208536729
1812,001171.OF,工银养老产业股票A,赵蓓,赵蓓(20150428-至今) 胡文彪(20150428-20170804),否,股票型基金,普通股票型基金,2414940971.82,8.4301369863014,,84.123172348607
1813,001178.OF,前海开源再融资股票,邱杰,邱杰(20150518-至今),否,股票型基金,普通股票型基金,684779462.87,8.3753424657534,,93.639341307426
1815,001186.OF,富国文体健康股票A,林庆,林庆(20150506-至今),否,股票型基金,普通股票型基金,1503595989.6,8.4082191780822,,84.997774118694
1818,001195.OF,工银农业产业股票,杨柯,杨柯(20150526-至今),否,股票型基金,普通股票型基金,471893571.19,8.3534246575342,,89.21051960051
1821,001223.OF,鹏华文化传媒娱乐股票,贺宁,谢书英(20160127-20190522) 贺宁(20190522-至今),否,股票型基金,普通股票型基金,78371330.16,7.6794520547945,,84.095162587451
1822,001230.OF,鹏华医药科技A,金笑非,梁冬冬(20150602-20160624) 梁浩(20160624-20170729) 金笑非(20160624-至今),否,股票型基金,普通股票型基金,2719692131.51,8.3342465753425,,87.475950164366
1823,001236.OF,博时丝路主题股票A,沙炜,王俊(20150522-20160608) 沙炜(20150522-至今),否,股票型基金,普通股票型基金,943754989.95,8.3643835616438,,81.084734861005
1828,001245.OF,工银生态环境股票A,何肖颉,何肖颉(20150602-至今) 梅韬(20150825-20180131) 闫思倩(20171017-20220113),否,股票型基金,普通股票型基金,2432502946.73,8.3342465753425,,85.782771319169
1830,001291.OF,大摩量化多策略股票,余斌,刘钊(20150602-20150812) 杨雨龙(20150725-20170617) 夏青(20170615-20190824) 余斌(20190820-至今),否,股票型基金,普通股票型基金,130840103.17,8.3342465753425,,93.799932594474
1831,001313.OF,摩根智慧互联股票A,郭晨,郭晨(20150609-至今),否,股票型基金,普通股票型基金,396800315.73,8.3150684931507,,87.990409982562
1836,001396.OF,建信互联网+产业升级股票,何珅华,何珅华(20150623-至今),否,股票型基金,普通股票型基金,183135420.38,8.2767123287671,,87.521867308583
1838,001404.OF,招商移动互联网产业股票基金A,张林,韩冰(20150619-20170629) 王忠波(20150619-20170107) 钟贇(20170222-20190323) 潘明曦(20170629-20190614) 张林(20190614-至今),否,股票型基金,普通股票型基金,1631746806.95,8.2876712328767,,91.145959943416
1840,001410.OF,信澳新能源股票,冯明远,尹哲(20150731-20150908) 柴妍(20150811-20161027) 冯明远(20161019-至今),否,股票型基金,普通股票型基金,8231925165.18,8.172602739726,,94.481192981301
1847,001473.OF,建信大安全战略精选股票,王东杰,王东杰(20150729-至今),否,股票型基金,普通股票型基金,406446019.93,8.1780821917808,,83.744632502152
1848,001476.OF,中银智能制造股票A,王伟,王伟(20150619-至今),否,股票型基金,普通股票型基金,1472849789.74,8.2876712328767,,90.810233698706
1850,001482.OF,摩根新兴服务股票A,"杨景喻,郭晨",郭晨(20150806-至今) 杨景喻(20151230-至今),否,股票型基金,普通股票型基金,35152557.39,8.1561643835616,,83.268746125934
1851,001490.OF,汇添富国企创新增长股票A,李威,李威(20150710-至今) 劳杰男(20150710-20180301),否,股票型基金,普通股票型基金,750910379.56,8.2301369863014,,86.544199539187
1852,001496.OF,工银聚焦30股票,胡志利,胡文彪(20150625-20180125) 王筱苓(20180123-20230706) 胡志利(20191107-至今),否,股票型基金,普通股票型基金,227831855.39,8.2712328767123,,83.2646829019
1855,001528.OF,诺安先进制造股票A,韩冬燕,刘魁(20150821-20151121) 韩冬燕(20151105-至今),否,股票型基金,普通股票型基金,401640283.37,8.1150684931507,,82.506767231991
1867,001576.OF,国泰智能装备股票A,王阳,周伟锋(20170621-20190815) 王阳(20181113-至今),否,股票型基金,普通股票型基金,1771382248.08,6.2794520547945,,92.363259634986
1869,001579.OF,国泰大农业股票A,程洲,程洲(20170615-至今),否,股票型基金,普通股票型基金,628450555.92,6.2958904109589,,92.96533132618
1870,001583.OF,安信新常态股票A,袁玮,黄立华(20150807-20151201) 蓝雁书(20151102-20190103) 袁玮(20160411-至今),否,股票型基金,普通股票型基金,420985715.34,8.1534246575342,,91.062657612488
1877,001605.OF,国富沪港深成长精选股票A,徐成,卫学海(20160120-20171021) 徐成(20170708-至今),否,股票型基金,普通股票型基金,1288322503.36,7.6986301369863,,85.947526210089
1878,001616.OF,嘉实环保低碳股票,姚志鹏,李化松(20151230-20180321) 姚志鹏(20180321-至今),否,股票型基金,普通股票型基金,3057714940.32,7.7561643835616,,88.052363401744
1887,001637.OF,嘉实量化精选股票,"刘斌,龙昌伦",刘斌(20151207-至今) 龙昌伦(20170622-至今),否,股票型基金,普通股票型基金,1846496554.69,7.8191780821918,,92.970174803722
1889,001643.OF,汇丰晋信智造先锋A,陆彬,曹庆(20150930-20170422) 吴培文(20150930-20191228) 陆彬(20190518-至今),否,股票型基金,普通股票型基金,1278034166.62,8.0054794520548,,94.337003240162
1891,001645.OF,国泰大健康股票A,徐治彪,杨飞(20160203-20171030) 徐治彪(20171030-至今),否,股票型基金,普通股票型基金,2045694622.76,7.6602739726027,,94.492958831407
1892,001651.OF,工银新蓝筹股票A,"王筱苓,盛震山",王筱苓(20150806-至今) 盛震山(20231013-至今),否,股票型基金,普通股票型基金,274793452.54,8.1561643835616,,81.149563072292
1893,001672.OF,国寿安保智慧生活股票,张琦,吴坚(20150901-20171026) 张琦(20150923-至今),否,股票型基金,普通股票型基金,1327299884.29,8.0849315068493,,87.080480792649
1898,001703.OF,银华沪港深增长股票A,周晶,周可彦(20160810-20181227) 周大鹏(20180118-20210618) 周书(20180413-20190719) 周晶(20181227-至今),否,股票型基金,普通股票型基金,156642279.86,7.1424657534247,,89.03295617215
1899,001705.OF,泓德战略转型股票,秦毅,郭堃(20151110-20191111) 秦毅(20191029-至今),否,股票型基金,普通股票型基金,1277908920.09,7.8931506849315,,93.713634316416
1902,001717.OF,工银前沿医疗股票A,赵蓓,赵蓓(20160203-至今),否,股票型基金,普通股票型基金,12802940606.09,7.6602739726027,,82.801996360049
1903,001718.OF,工银物流产业股票A,张宇帆,杨柯(20160301-20171222) 张宇帆(20160301-至今),否,股票型基金,普通股票型基金,2119591370.54,7.586301369863,,89.515884422647
1904,001719.OF,工银国家战略股票,陈小鹭,黄安乐(20160129-20181130) 胡志利(20180227-20190814) 陈小鹭(20181130-至今),否,股票型基金,普通股票型基金,656644904.08,7.6739726027397,,93.042457883076
1905,001725.OF,汇添富高端制造股票A,赵鹏飞,赵鹏飞(20170320-至今),否,股票型基金,普通股票型基金,1947676141.86,6.5342465753425,,80.456844642543
1906,001726.OF,汇添富新兴消费股票A,刘伟林,雷鸣(20151202-20170620) 刘伟林(20151202-至今),否,股票型基金,普通股票型基金,268712779.78,7.8328767123288,,88.730770857858
1907,001736.OF,圆信永丰优加生活,范妍,洪流(20151028-20190131) 范妍(20151028-至今),否,股票型基金,普通股票型基金,5073666405.85,7.9287671232877,,85.357465877271
1910,001766.OF,摩根医疗健康股票A,方钰涵,张飞(20151021-20180209) 张一甫(20180209-20190816) 方钰涵(20190816-至今),否,股票型基金,普通股票型基金,701233464.29,7.9479452054795,,83.150634000011
1912,001790.OF,国泰智能汽车股票A,王阳,周伟锋(20170801-20200821) 李海(20170801-20190815) 王阳(20190815-至今),否,股票型基金,普通股票型基金,4880885971.92,6.1671232876712,,94.614664348231
1913,001825.OF,建信中国制造2025股票A,孙晟,孙晟(20170308-至今),否,股票型基金,普通股票型基金,222985098.52,6.5671232876712,,84.548285697961
1916,001878.OF,嘉实沪港深精选股票,张金涛,张金涛(20160527-至今) 张丹华(20171230-20190110),否,股票型基金,普通股票型基金,2016700765.39,7.3479452054795,,90.925206022094
1920,001917.OF,招商量化精选股票A,王平,王平(20160315-至今),否,股票型基金,普通股票型基金,1952547816.32,7.5479452054795,,94.708463600863
1922,001956.OF,国联安科技动力股票,潘明,潘明(20160126-至今),否,股票型基金,普通股票型基金,791538844.71,7.6821917808219,,92.08190884012
1923,001974.OF,景顺长城量化新动力股票,黎海威,黎海威(20160713-至今),否,股票型基金,普通股票型基金,785176580.95,7.2191780821918,,93.069963958405
1924,001975.OF,景顺长城环保优势股票,杨锐文,杨锐文(20160315-至今),否,股票型基金,普通股票型基金,4441456276.82,7.5479452054795,,93.199554122454
1927,002121.OF,广发沪港深新起点股票A,李耀柱,丁靓(20161102-20161210) 李耀柱(20161109-至今),否,股票型基金,普通股票型基金,2891380707.62,6.9123287671233,,90.850838427219
1928,002168.OF,嘉实智能汽车股票,姚志鹏,柏重波(20160204-20180320) 姚志鹏(20160430-至今),否,股票型基金,普通股票型基金,3466443978.13,7.6575342465753,,88.287736028291
1930,002210.OF,创金合信量化多因子股票A,"黄小虎,董梁",程志田(20160122-20190705) 庞世恩(20160125-20180831) 董梁(20190705-至今) 孙悦(20210709-20220720) 黄小虎(20220729-至今),否,股票型基金,普通股票型基金,287923777.56,7.6931506849315,,93.291262983668
1931,002229.OF,华夏经济转型股票,张帆,彭海伟(20160315-20180724) 张帆(20170106-至今),否,股票型基金,普通股票型基金,1011573267.92,7.5479452054795,,91.830335230198
1941,002334.OF,汇丰晋信大盘波动股票A,"方磊,刘禹良",方磊(20160311-至今) 何喆(20210424-20230715) 刘禹良(20231118-至今),否,股票型基金,普通股票型基金,15242599.59,7.558904109589,,89.861108669863
1963,002952.OF,建信多因子量化股票,叶乐天,叶乐天(20160809-至今),否,股票型基金,普通股票型基金,7943321.56,7.1452054794521,,92.390254436584
1979,003145.OF,国联竞争优势,柯海东,孔学兵(20160907-20190128) 柯海东(20190125-至今),否,股票型基金,普通股票型基金,290397496.53,7.0657534246575,,93.996083988899
1986,003298.OF,嘉实物流产业股票A,肖觅,肖觅(20161229-至今),否,股票型基金,普通股票型基金,657579590.43,6.7561643835616,,92.856863076906
1993,003624.OF,创金合信资源主题精选股票A,"李游,黄超",李游(20161102-至今) 黄超(20230512-至今),否,股票型基金,普通股票型基金,340108933.33,6.9123287671233,,91.336990437904
2003,003745.OF,广发多元新兴股票,"唐晓斌,刘格菘",吴兴武(20170425-20190416) 刘格菘(20181105-至今) 唐晓斌(20200302-至今),否,股票型基金,普通股票型基金,2344745158.75,6.4356164383562,,89.61928355149
2008,003834.OF,华夏能源革新股票A,郑泽鸿,郑泽鸿(20170607-至今),否,股票型基金,普通股票型基金,12898078559.89,6.3178082191781,,93.456520374376
2017,003984.OF,嘉实新能源新材料股票A,"熊昱洲,姚志鹏",姚志鹏(20170316-至今) 熊昱洲(20210126-至今),否,股票型基金,普通股票型基金,2897811729.02,6.5452054794521,,90.626039078324
2024,004075.OF,交银施罗德医药创新股票A,楼慧源,盖婷婷(20170323-20180922) 楼慧源(20180912-至今),否,股票型基金,普通股票型基金,3402449840.14,6.5260273972603,,87.850965854377
2054,004476.OF,景顺长城沪港深领先科技股票,詹成,黎海威(20170707-20190808) 詹成(20170707-至今),否,股票型基金,普通股票型基金,854430533.38,6.2356164383562,,88.526195046871
2063,004640.OF,华夏节能环保股票A,吕佳玮,吕佳玮(20170811-至今),否,股票型基金,普通股票型基金,406262370.74,6.1397260273973,,91.611620378138
2066,004683.OF,建信高端医疗股票A,潘龙玲,潘龙玲(20170718-至今),否,股票型基金,普通股票型基金,206296618.06,6.2054794520548,,93.608812218771
2069,004716.OF,中信保诚量化阿尔法A,"提云涛,王颖",杨旭(20170712-20190912) 提云涛(20170712-至今) 王颖(20220324-至今),否,股票型基金,普通股票型基金,992499863.28,6.2219178082192,,94.383352117034
2084,004851.OF,广发医疗保健股票A,吴兴武,邱璟旻(20170810-20181105) 吴兴武(20181016-至今),否,股票型基金,普通股票型基金,6931936105.76,6.1424657534247,,82.041057873314
2096,004995.OF,广发品牌消费股票A,"陈樱子,孙迪",孙迪(20171214-至今) 陈樱子(20200805-至今),否,股票型基金,普通股票型基金,185418709.96,5.7972602739726,,92.832866328982
2100,005037.OF,银华新能源新材料量化股票发起式A,"杨腾,张凯,李宜璇",周大鹏(20170915-20181226) 李宜璇(20180307-至今) 张凯(20210928-至今) 杨腾(20211129-至今),否,股票型基金,普通股票型基金,735908354.19,6.0438356164384,,91.544256404286
2126,005237.OF,银华医疗健康量化股票发起式A,"马君,杨腾",马君(20171109-至今) 杨腾(20211129-至今),否,股票型基金,普通股票型基金,28395693.39,5.8931506849315,,87.743570551837
2130,005267.OF,嘉实价值精选股票,谭丽,谭丽(20171106-至今),否,股票型基金,普通股票型基金,4610402564.36,5.9013698630137,,91.213746944759
2131,005268.OF,鹏华优势企业,陈璇淼,陈璇淼(20171129-至今) 蒋鑫(20171222-20181117),否,股票型基金,普通股票型基金,395713697.76,5.8383561643836,,80.40601671893
2142,005402.OF,广发资源优选股票A,孙迪,孙迪(20171214-至今),否,股票型基金,普通股票型基金,537116512.31,5.7972602739726,,91.164070497796
2145,005495.OF,创金合信科技成长股票A,周志敏,周志敏(20171228-至今),否,股票型基金,普通股票型基金,247409194.56,5.758904109589,,91.550558317017
4279,040018.OF,华安香港精选股票(QDII),"苏圻涵,翁启森",翁启森(20100919-至今) 苏圻涵(20100919-至今),否,QDII基金,QDII股票型基金,374206687.92,13.038356164384,,89.349390530262
4280,040021.OF,华安大中华升级股票(QDII)A,"翁启森,苏圻涵",翁启森(20110517-至今) 苏圻涵(20110517-至今),否,QDII基金,QDII股票型基金,21270651.58,12.380821917808,,89.153578711162
4306,110022.OF,易方达消费行业股票,"萧楠,王元春",刘芳洁(20100820-20121124) 萧楠(20120928-至今) 蔡海洪(20130427-20150110) 王元春(20210116-至今),否,股票型基金,普通股票型基金,23537829570.86,13.120547945205,,89.46789397796
4312,118001.OF,易方达亚洲精选股票(QDII),张坤,张小刚(20100121-20120518) 李弋(20100121-20120113) 管宇(20120101-20140408) 张坤(20140408-至今),否,QDII基金,QDII股票型基金,4435282353.55,13.698630136986,,94.610006807601
4325,162208.OF,宏利首选企业股票A,张勋,陈少平(20061201-20080805) 温震宇(20061201-20070430) 史博(20070726-20090523) 梁辉(20080805-20100208) 许杰(20100208-20110930) 刘金玉(20110308-20130724) 吴俊峰(20130724-20140911) 陈桥宁(20130724-20141124) 张勋(20141121-至今),否,股票型基金,普通股票型基金,482280853.71,16.841095890411,,92.367467699669
4364,320022.OF,诺安研究精选股票,"王创练,邓心怡",王创练(20150330-至今) 邓心怡(20220706-至今),否,股票型基金,普通股票型基金,516566193.38,8.5095890410959,,93.370057055823
4365,340006.OF,兴全全球视野股票,王品,王晓明(20060920-20080103) 董承非(20070206-20151231) 杨大力(20120906-20141206) 季侃乐(20141124-20151231) 申庆(20151231-20170207) 吴圣涛(20151231-20171109) 王品(20170919-至今),否,股票型基金,普通股票型基金,1667981160.32,17.038356164384,,90.101797965852
4367,376510.OF,摩根大盘蓝筹股票A,朱晓龙,罗建辉(20101220-20130821) 征茂平(20130722-20190719) 朱晓龙(20190719-至今),否,股票型基金,普通股票型基金,196550936.42,12.786301369863,,91.525971568913
4373,450009.OF,国富中小盘股票A,赵晓东,赵晓东(20101123-至今),否,股票型基金,普通股票型基金,3779153169.47,12.860273972603,,88.011470209388
4374,457001.OF,国富亚洲机会股票(QDII),徐成,曾宇(20120222-20160224) 徐成(20151224-至今),否,QDII基金,QDII股票型基金,205893576.01,11.61095890411,,83.579153708828
4388,519193.OF,万家消费成长,高源,莫海波(20170223-20180315) 高源(20171114-至今),否,股票型基金,普通股票型基金,343473898.88,6.6027397260274,,87.324909274923
4396,519714.OF,交银施罗德消费新驱动股票,韩威俊,屈乐伟(20121107-20130330) 蔡铮(20121227-20150701) 李德亮(20150701-20150829) 盖婷婷(20150701-20180906) 韩威俊(20180824-至今),否,股票型基金,普通股票型基金,2574248799.99,10.901369863014,,93.671490801875
4398,519965.OF,长信量化多策略股票A,左金保,左金保(20150714-20180205) 常松(20150924-20180907) 左金保(20180830-至今),否,股票型基金,普通股票型基金,1203899856.52,8.2191780821918,,91.339991676505
4399,519975.OF,长信量化中小盘股票,左金保,胡倩(20150204-20150313) 左金保(20150313-至今),否,股票型基金,普通股票型基金,700610937.69,8.6575342465753,,94.425563343506
4408,540008.OF,汇丰晋信低碳先锋股票A,陆彬,邵骥咏(20100608-20120818) 刘辉(20120721-20131221) 曹庆(20131221-20160430) 方超(20150919-20190907) 陆彬(20190817-至今),否,股票型基金,普通股票型基金,5075386983.35,13.320547945205,,94.621782511472
4410,540010.OF,汇丰晋信科技先锋股票,陈平,邵骥咏(20110727-20120818) 曹庆(20120818-20131221) 曹晋(20130420-20140621) 李元博(20140621-20150725) 陈平(20150725-至今),否,股票型基金,普通股票型基金,341085666.08,12.186301369863,,94.176672192568
4412,580008.OF,东吴新产业精选股票A,刘瑞,任壮(20110928-20130605) 刘元海(20111026-20150529) 戴斌(20131223-20181205) 刘瑞(20180308-至今),否,股票型基金,普通股票型基金,242691133.06,12.013698630137,,93.99883198147
4448,160314.SZ,华夏行业混合(LOF),王劲松,罗泽萍(20071122-20120120) 孙彬(20120112-20190819) 贺振华(20120919-20130923) 佟巍(20170502-20180730) 王劲松(20190819-至今),否,混合型基金,偏股混合型基金,1241896691.21,15.865753424658,,90.289107734678
4456,160518.SZ,博时睿远事件驱动混合(LOF),陈伟,陈鹏扬(20160415-20191030) 陈伟(20191030-至今),否,混合型基金,灵活配置型基金,138463242.24,7.4630136986301,,72.73460732303
4463,160613.SZ,鹏华盛世创新混合(LOF),伍旋,黄鑫(20081010-20100726) 唐文杰(20090714-20111228) 伍旋(20111228-至今),否,混合型基金,偏股混合型基金,897649242.83,14.980821917808,,87.169899598321
4473,160916.SZ,大成优选混合(LOF)A,戴军,刘明(20120727-20140129) 汤义峰(20121126-20150417) 石国武(20150418-20160525) 戴军(20150521-至今),否,混合型基金,偏股混合型基金,1269937993.67,11.183561643836,,83.563316878222
4474,160918.SZ,大成中小盘混合(LOF)A,魏庆国,刘安田(20140410-20150406) 魏庆国(20150407-至今),否,混合型基金,偏股混合型基金,2107006935.17,9.4794520547945,,78.929483742352
4477,161005.SZ,富国天惠成长混合(LOF),朱少醒,朱少醒(20051116-至今),否,混合型基金,偏股混合型基金,28777143002.11,17.882191780822,,93.97881712618
4484,161224.SZ,国投瑞银新丝路混合(LOF),王鹏,綦缚鹏(20150410-20170610) 王鹏(20150413-至今) 狄晓娇(20170520-20191015),否,混合型基金,灵活配置型基金,124210597.1,8.4794520547945,,94.439167445239
